,name,song_id_x,song_name,genre,feature_id,danceability,energy,key_,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,number_sections,avg_duration,std_duration,std_loudness,std_tempo,number_keys
0,Fleetwood Mac,00Fboe8pNoWHLg1nn3e7Oi,Sands of Time - Single; 2018 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",00Fboe8pNoWHLg1nn3e7Oi183253,0.614,0.668,7.0,-11.31,1.0,0.0268,0.105,0.116,0.109,0.873,137.003,183253.0,4.0,10,18.325331,10.549400922216126,4.745335212372018,0.48100405403697827,4.0
1,Fleetwood Mac,01Ad3YljWv9gfMVYpn6cL7,That's Alright - 2016 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",01Ad3YljWv9gfMVYpn6cL7190378,0.543,0.537,9.0,-8.884,1.0,0.0239,0.0582,2.2e-05,0.11,0.68,147.518,190378.0,4.0,9,21.153087777777777,6.650617766726219,1.4323644884517968,0.42412471960234677,4.0
2,The Rolling Stones,01fNwidwuko3gFvAhHKrZ6,All The Way Down - Remastered,"album rock, british invasion, classic rock, protopunk, rock",01fNwidwuko3gFvAhHKrZ6193333,0.572,0.949,4.0,-4.83,1.0,0.0801,0.21,0.776,0.398,0.806,142.84,193333.0,4.0,11,17.575763636363636,9.216473977207631,7.804578822716829,0.8464457561957615,2.0
3,The Rolling Stones,01JYvQ6udfhUw9Jed9EzoK,Bitch - Remastered,"album rock, british invasion, classic rock, protopunk, rock",01JYvQ6udfhUw9Jed9EzoK217093,0.655,0.972,7.0,-3.502,1.0,0.0362,0.257,0.297,0.165,0.973,135.922,217093.0,4.0,11,19.735754545454544,7.109980479208594,5.758186944769081,0.4865050873320877,4.0
4,Kendrick Lamar,01kYL8egWVVF09irxev3dh,The Recipe - Bonus Track,"conscious hip hop, hip hop, rap, west coast rap",01kYL8egWVVF09irxev3dh352853,0.759,0.782,11.0,-6.975,0.0,0.0741,0.000589,0.0,0.35,0.507,131.04,352853.0,4.0,11,32.077572727272724,26.464533287684517,10.62067837244444,0.5226851824951668,5.0
5,Bruce Springsteen,01tBpn6TR9LTG1xbwnXUOC,Where The Bands Are - Studio Outtake - 1979,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",01tBpn6TR9LTG1xbwnXUOC223307,0.342,0.99,2.0,-3.365,1.0,0.156,0.00573,1.63e-06,0.339,0.518,140.842,223307.0,4.0,10,22.330673,13.672869839981209,1.1292637916408685,1.7083238211117338,3.0
6,Fleetwood Mac,01VtifRjNkyUZbxdPwwQTb,Stop Messin' Round - Take 4-Master with Studio Talk Remix,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",01VtifRjNkyUZbxdPwwQTb155973,0.497,0.494,5.0,-8.963,1.0,0.0423,0.28,0.0,0.149,0.531,63.757,155973.0,4.0,4,38.993342500000004,38.446370255138845,16.054987906151368,31.758131504650375,2.0
7,Fleetwood Mac,021JldNpXGATNSC69edcBT,Future Games,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",021JldNpXGATNSC69edcBT499116,0.4,0.475,11.0,-11.462,0.0,0.0309,0.376,0.736,0.142,0.0754,141.35,499116.0,4.0,13,38.393546153846145,28.14864828248464,7.147483241834688,1.636541925634346,6.0
8,Fleetwood Mac,02jrZxFA2nMEweoUc5UvX3,Family Man - 2017 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",02jrZxFA2nMEweoUc5UvX3247133,0.778,0.669,7.0,-9.735,1.0,0.0367,0.0354,0.0132,0.0973,0.834,123.543,247133.0,4.0,10,24.71334,16.05106505204215,7.6483693076803405,0.20753540527930123,4.0
9,Kanye West,02LAK7qT1wya0klSeNO96f,RoboCop,"chicago rap, rap",02LAK7qT1wya0klSeNO96f274360,0.698,0.447,5.0,-8.04,0.0,0.102,0.157,0.00564,0.405,0.407,133.776,274360.0,4.0,13,21.10460769230769,9.943171881955102,2.1280658487016466,0.48713636010189887,2.0
10,Red Hot Chili Peppers,02lWbJ8NQ7IZGuNGfG34tE,Bicycle Song - 2006 Remaster,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",02lWbJ8NQ7IZGuNGfG34tE203533,0.685,0.787,4.0,-4.402,0.0,0.0398,0.2,0.0,0.328,0.652,89.659,203533.0,4.0,9,22.614822222222227,11.98239954942016,0.9756916777343136,0.7281136587099567,4.0
11,JAY-Z,02v6roMQ0vd5316rukoUeh,The Bounce,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",02v6roMQ0vd5316rukoUeh257733,0.728,0.697,1.0,-5.278,1.0,0.332,0.442,0.0,0.0797,0.622,95.92,257733.0,4.0,11,23.43030545454545,11.323870286975529,5.123268523475651,1.0360243328135759,3.0
12,The Rolling Stones,02Y7UtZLh7SbhYsYG5N7Rr,Worried About You - Remastered,"album rock, british invasion, classic rock, protopunk, rock",02Y7UtZLh7SbhYsYG5N7Rr317560,0.428,0.636,0.0,-6.891,1.0,0.033,0.105,0.000923,0.0865,0.374,85.121,317560.0,4.0,9,35.28445,27.825455582366484,12.734187861815139,2.948309685226436,2.0
13,Fleetwood Mac,03h0xXtdHey0y1oijFxyz7,When the Sun Goes Down,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",03h0xXtdHey0y1oijFxyz7198560,0.531,0.671,9.0,-11.758,1.0,0.0447,0.376,0.0,0.114,0.93,98.054,198560.0,4.0,10,19.855997,15.872221500427198,5.686282362942514,0.6148528369545901,5.0
14,JAY-Z,03QlwMUdrHSxj5P5vZ0A4T,It's Hot (Some Like It Hot),"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",03QlwMUdrHSxj5P5vZ0A4T255467,0.765,0.864,11.0,-5.593,0.0,0.505,0.369,0.0,0.239,0.677,81.68,255467.0,4.0,9,28.385181111111116,22.740646392901,7.31829444687156,0.40533689691415525,4.0
15,JAY-Z,03UGZcl5rbmGgZktXbHnmc,Excuse Me Miss,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",03UGZcl5rbmGgZktXbHnmc281240,0.714,0.863,1.0,-5.496,1.0,0.292,0.0307,0.0,0.0949,0.877,92.897,281240.0,4.0,11,25.567269090909097,14.448610961615277,3.3376109801091935,0.5323795809211883,5.0
16,The Rolling Stones,03zVignBAdwH14qxChAY0x,It Won't Take Long,"album rock, british invasion, classic rock, protopunk, rock",03zVignBAdwH14qxChAY0x234960,0.48,0.927,7.0,-3.58,1.0,0.0667,0.0172,3.05e-05,0.272,0.607,117.38,234960.0,4.0,12,19.58001416666667,9.913768281254525,11.04153003609005,0.9907224942465267,5.0
17,Red Hot Chili Peppers,04gJ8tbd8psGJDZVxneeJp,Knock Me Down,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",04gJ8tbd8psGJDZVxneeJp284053,0.465,0.972,11.0,-4.157,0.0,0.108,0.000464,1.54e-05,0.115,0.27,124.339,284053.0,4.0,13,21.850266153846153,9.806211094771806,2.3417521053853934,1.3104360352814284,8.0
18,The Rolling Stones,05BcisbhFsmVpTZ0kGD7gK,Loving Cup,"album rock, british invasion, classic rock, protopunk, rock",05BcisbhFsmVpTZ0kGD7gK264267,0.471,0.843,7.0,-5.702,1.0,0.041,0.636,0.0402,0.773,0.632,156.695,264267.0,4.0,13,20.328189230769226,13.137097510596638,5.940760515287583,2.0385454373155554,3.0
19,Bruce Springsteen,05eKAYwnkIOJIwcZSJSzRs,Chasin' Wild Horses - Film Version,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",05eKAYwnkIOJIwcZSJSzRs346720,0.368,0.198,2.0,-12.912,1.0,0.0333,0.597,0.000115,0.7,0.169,110.726,346720.0,4.0,12,28.893335833333335,21.256242470140585,7.272772652888721,11.544507838900032,4.0
20,JAY-Z,05Iawel3maRW3mSHYmXxMZ,Can't Knock The Hustle,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",05Iawel3maRW3mSHYmXxMZ317800,0.78,0.378,7.0,-11.481,1.0,0.464,0.197,0.0,0.0782,0.579,94.895,317800.0,4.0,11,28.890902727272728,16.227488981283635,9.797559255428688,1.5066615654244515,5.0
21,Red Hot Chili Peppers,05icsRv9AUQHO7GaJszvDx,"Dance, Dance, Dance","alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",05icsRv9AUQHO7GaJszvDx225533,0.59,0.881,2.0,-5.167,1.0,0.0393,0.00382,1.65e-05,0.0861,0.652,118.023,225533.0,4.0,7,32.21904857142857,22.613936628391667,8.479526497337433,3.231748273730782,3.0
22,Fleetwood Mac,05oETzWbd4SI33qK2gbJfR,Rhiannon,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",05oETzWbd4SI33qK2gbJfR252773,0.723,0.49,9.0,-14.745,0.0,0.0296,0.111,0.0946,0.0923,0.795,129.012,252773.0,4.0,12,21.06445833333333,10.530171529075034,8.812541311315163,0.9239280889963076,2.0
23,Bruce Springsteen,05rizAAJYYh9y2SnAIoCPZ,Hello Sunshine - Film Version,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",05rizAAJYYh9y2SnAIoCPZ262027,0.379,0.45,2.0,-12.33,1.0,0.0315,0.137,0.0573,0.689,0.391,123.439,262027.0,4.0,14,18.71618714285714,8.182717806432914,5.221435235410127,1.5766337784750755,3.0
24,The Rolling Stones,05Va2Xt5QZInHtqAzlm7R8,Till The Next Goodbye - Remastered,"album rock, british invasion, classic rock, protopunk, rock",05Va2Xt5QZInHtqAzlm7R8276827,0.473,0.576,2.0,-6.872,1.0,0.0293,0.658,1.59e-05,0.0938,0.518,138.344,276827.0,4.0,12,23.068889999999996,12.286018366774043,2.7018295526953917,2.10643045041231,2.0
25,Red Hot Chili Peppers,05XKLYOAsDeZyA5983IHno,This Is the Place,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",05XKLYOAsDeZyA5983IHno257693,0.611,0.732,9.0,-4.137,0.0,0.0347,0.002,0.0,0.12,0.475,113.451,257693.0,4.0,10,25.769337999999994,16.77722570405078,5.638265344944311,1.1075230070346676,3.0
26,The Rolling Stones,068K0Pa4o6aWZzefuxJ8v3,Pretty Beat Up,"album rock, british invasion, classic rock, protopunk, rock",068K0Pa4o6aWZzefuxJ8v3244133,0.581,0.848,2.0,-9.881,1.0,0.0354,0.0946,0.674,0.209,0.734,97.352,244133.0,4.0,10,24.413328,8.655518163336035,6.278322037862594,0.8254512839787843,4.0
27,Fleetwood Mac,06c08ve2aODGVHZwjWTxsR,Steal Your Heart Away,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",06c08ve2aODGVHZwjWTxsR213520,0.636,0.852,4.0,-5.539,1.0,0.0266,0.302,0.000109,0.179,0.874,113.894,213520.0,4.0,10,21.351997,18.854971476505167,8.734748957150655,0.4175000864936701,3.0
28,Kendrick Lamar,06FCvd7rrRcF3DdvWH5Isp,LUST.,"conscious hip hop, hip hop, rap, west coast rap",06FCvd7rrRcF3DdvWH5Isp307880,0.678,0.562,3.0,-9.197,0.0,0.508,0.193,0.0,0.104,0.566,94.241,307880.0,4.0,12,25.656666666666666,9.247886216598445,5.493091448273087,0.7582832434339555,7.0
29,Bruce Springsteen,06OV3qRCboo6THc73Vy2l5,The Wayfarer,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",06OV3qRCboo6THc73Vy2l5258440,0.681,0.391,10.0,-9.244,1.0,0.0314,0.386,0.000594,0.11,0.58,119.058,258440.0,4.0,10,25.844040999999997,29.245065080840355,5.500360468995544,0.536396039425266,5.0
30,Red Hot Chili Peppers,06wTEKL2rSrSaOjFtgG8fj,Slow Cheetah,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",06wTEKL2rSrSaOjFtgG8fj319933,0.39,0.344,1.0,-7.804,1.0,0.0376,0.082,0.000141,0.0715,0.244,178.102,319933.0,4.0,12,26.661125,15.371102503731711,11.292440983067417,3.1692366481249348,5.0
31,Fleetwood Mac,07ACyen8ZVO9SNwaQjxyRy,I Don't Want to Know - Early Take,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",07ACyen8ZVO9SNwaQjxyRy222173,0.698,0.537,11.0,-6.38,1.0,0.0459,0.591,0.0,0.0631,0.939,136.76,222173.0,4.0,8,27.771662499999998,11.768365107346959,1.6736117434629647,1.3506827902953304,1.0
32,Red Hot Chili Peppers,07CEOVgOjzTe2EYnLDRY0d,Green Heaven - 2002 Digital Remaster,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",07CEOVgOjzTe2EYnLDRY0d239133,0.626,0.776,9.0,-7.167,1.0,0.0799,0.0221,1.69e-06,0.124,0.401,82.13,239133.0,4.0,12,19.9277825,12.301600656947139,3.8825927450921798,1.109344810728794,7.0
33,Bruce Springsteen,07fNOvllfYmjvQU76biksH,Froggie Went a Courtin',"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",07fNOvllfYmjvQU76biksH272667,0.51,0.692,7.0,-7.687,1.0,0.0326,0.0655,1.6e-06,0.323,0.849,93.962,272667.0,4.0,16,17.041655625000004,7.574476669727943,2.364170182114646,1.1173525685744854,4.0
34,Fleetwood Mac,07Hx52VDE1d0ioKIrch9MF,Hypnotized - 2018 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",07Hx52VDE1d0ioKIrch9MF289307,0.413,0.679,5.0,-12.559,0.0,0.0478,0.21,0.00325,0.0805,0.968,161.679,289307.0,3.0,13,22.254353846153847,14.045202601280822,8.471545823580582,21.812467590748092,5.0
35,Bruce Springsteen,07K610YCf6q6uE5THimBb3,My Lucky Day,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",07K610YCf6q6uE5THimBb3240667,0.398,0.94,2.0,-6.06,1.0,0.0586,7.8e-05,2.82e-06,0.352,0.616,140.608,240667.0,4.0,8,30.083325,17.671301721697972,2.800103518494578,1.1419567088992433,2.0
36,Red Hot Chili Peppers,0809RpHic1xrZzh9CT4wXo,Over Funk - 2006 Remaster,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",0809RpHic1xrZzh9CT4wXo178360,0.628,0.918,6.0,-3.431,0.0,0.0326,0.00719,0.452,0.0353,0.735,99.057,178360.0,4.0,10,17.835993,5.792739776156683,1.5572602865288772,1.0593594710431837,5.0
37,Bruce Springsteen,08QZBupqwLXOalOpgiTi5e,Working On a Dream,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",08QZBupqwLXOalOpgiTi5e208947,0.555,0.772,0.0,-7.292,1.0,0.025,0.000462,0.0,0.22,0.711,110.481,208947.0,4.0,10,20.894664,8.858574849116783,6.148263116071437,0.2110249063762639,3.0
38,The Rolling Stones,08rR0CdyUAzJy3053xCPPG,Undercover Of The Night - Remastered,"album rock, british invasion, classic rock, protopunk, rock",08rR0CdyUAzJy3053xCPPG272493,0.63,0.873,5.0,-10.619,0.0,0.0886,0.0193,0.0312,0.506,0.474,122.868,272493.0,4.0,12,22.707774166666667,11.29611063515424,0.9090075965612503,1.282415393865904,4.0
39,JAY-Z,08T26i7SErk6jCDTW7uUFI,Lift Off,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",08T26i7SErk6jCDTW7uUFI266253,0.403,0.784,2.0,-7.584,0.0,0.171,0.187,0.00177,0.165,0.275,179.427,266253.0,3.0,13,20.481033846153846,8.954098502106488,4.255683180563767,0.8417983268437425,6.0
40,The Rolling Stones,09eg3FGzsZQbZk8qEXhJIA,Stop Breaking Down,"album rock, british invasion, classic rock, protopunk, rock",09eg3FGzsZQbZk8qEXhJIA274773,0.522,0.891,9.0,-4.085,1.0,0.0322,0.509,0.908,0.111,0.91,104.411,274773.0,4.0,11,24.97939818181818,13.633796577609493,4.364586372154869,1.2852186442922287,3.0
41,JAY-Z,0a2v28QlYQkFCsnpkcuLVZ,Some How Some Way,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",0a2v28QlYQkFCsnpkcuLVZ336600,0.598,0.82,11.0,-6.07,0.0,0.34,0.122,0.0,0.29,0.537,82.14,336600.0,4.0,12,28.049977499999997,17.56313729096367,5.173587024199911,0.6035160362911739,3.0
42,JAY-Z,0AFSeY2PE76esdFCag49dM,Takeover,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",0AFSeY2PE76esdFCag49dM313107,0.729,0.784,2.0,-5.307,1.0,0.304,0.0395,0.0,0.122,0.782,86.566,313107.0,4.0,14,22.364758571428574,10.921615205145223,0.7079971945371872,1.0871208799817524,4.0
43,Red Hot Chili Peppers,0aGQHMr7bc23Y9Ts84ffop,Around the World,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",0aGQHMr7bc23Y9Ts84ffop238733,0.504,0.96,0.0,-1.464,1.0,0.183,0.00417,0.569,0.0613,0.774,96.682,238733.0,4.0,9,26.525926666666667,12.134840436750704,2.188623317927911,1.8566361906535296,6.0
44,The Rolling Stones,0AhnC2WcLw6ZX1oXoD75gK,Pass The Wine (Sophia Loren),"album rock, british invasion, classic rock, protopunk, rock",0AhnC2WcLw6ZX1oXoD75gK294467,0.598,0.804,9.0,-6.094,1.0,0.0703,0.101,0.0783,0.256,0.919,125.439,294467.0,4.0,11,26.769687272727275,24.654165951741337,7.667317964166894,3.2284295027993744,6.0
45,Fleetwood Mac,0BDIQazeAZmebbNZwlXwm2,If You Were My Love - Outtake; 2016 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",0BDIQazeAZmebbNZwlXwm2344350,0.477,0.538,2.0,-9.155,0.0,0.0323,0.575,1.58e-05,0.0948,0.58,98.625,344350.0,4.0,18,19.130579444444443,19.46745959873023,9.110493576414088,3.9549015344327896,5.0
46,Red Hot Chili Peppers,0BGxSJtT95M3PeibojMHmZ,Cabron,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",0BGxSJtT95M3PeibojMHmZ218373,0.55,0.917,11.0,-3.89,0.0,0.0732,0.0143,9.24e-05,0.0615,0.349,112.679,218373.0,4.0,9,24.26371111111111,13.018064404132287,3.0242868075704137,0.8861955358597673,4.0
47,Fleetwood Mac,0bl7OZPMqSC06GM2sX4nQc,Danny's Chant,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",0bl7OZPMqSC06GM2sX4nQc198640,0.528,0.803,9.0,-14.483,1.0,0.0336,0.225,0.632,0.368,0.633,112.914,198640.0,4.0,11,18.05818181818182,5.69804812700247,4.544374958521398,1.419254977412121,3.0
48,Kendrick Lamar,0bP9mtOuBLMQ7L0DP2wPwj,H.O.C,"conscious hip hop, hip hop, rap, west coast rap",0bP9mtOuBLMQ7L0DP2wPwj316976,0.613,0.591,2.0,-8.58,1.0,0.391,0.105,0.0,0.191,0.371,77.124,316976.0,4.0,13,24.38275307692307,19.333018338383937,5.888856003133463,1.6073619492502056,7.0
49,The Rolling Stones,0c1g0H2Kky6iBg2WkjGaOI,Dancing In The Light,"album rock, british invasion, classic rock, protopunk, rock",0c1g0H2Kky6iBg2WkjGaOI261507,0.38,0.945,7.0,-3.398,1.0,0.0449,0.0274,2.18e-05,0.234,0.845,83.552,261507.0,4.0,11,23.773333636363635,18.1640704671515,7.5958174687246025,2.07563965168243,4.0
50,Bruce Springsteen,0c1Hb0Tg7yA82LrHyBVmEl,Seaside Bar Song - Studio Outtake - 1973,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",0c1Hb0Tg7yA82LrHyBVmEl212560,0.307,0.903,4.0,-6.436,1.0,0.0912,0.0184,1.22e-06,0.0607,0.704,167.407,212560.0,4.0,8,26.57000375,16.918209664942967,2.405851245253063,4.998747643160236,3.0
51,JAY-Z,0C2lRyKTq9vZrO3B3Vzk71,I Just Wanna Love U (Give It 2 Me),"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",0C2lRyKTq9vZrO3B3Vzk71226800,0.812,0.957,11.0,-2.755,0.0,0.244,0.272,3.89e-06,0.0292,0.779,98.861,226800.0,4.0,8,28.34997375,14.111533780658124,6.118193921178281,0.4840474998828617,4.0
52,JAY-Z,0c4PawLMDbnK1mXcf7vLVS,The R O C,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",0c4PawLMDbnK1mXcf7vLVS246533,0.758,0.872,7.0,-5.7,1.0,0.332,0.0418,1.33e-06,0.0665,0.577,90.364,246533.0,4.0,9,27.39258222222222,15.939652363205555,6.356002772969816,0.44540434189371686,3.0
53,The Rolling Stones,0cCApinL6pNKz5HC4ptxSp,Sparks Will Fly - Remastered,"album rock, british invasion, classic rock, protopunk, rock",0cCApinL6pNKz5HC4ptxSp195467,0.426,0.956,7.0,-4.151,1.0,0.102,0.00589,0.00174,0.284,0.664,154.886,195467.0,4.0,8,24.433324999999996,7.949121331451852,1.6943591234699076,1.3891007818523682,3.0
54,Red Hot Chili Peppers,0cG9ocYqYOIVtgiWTmTe3g,Breaking the Girl,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",0cG9ocYqYOIVtgiWTmTe3g295373,0.348,0.686,8.0,-12.748,0.0,0.0319,0.0233,0.00256,0.145,0.635,178.466,295373.0,3.0,13,22.721023846153848,10.821404093264682,8.727243628945761,1.0502133238733138,3.0
55,Red Hot Chili Peppers,0cJHpIkQV1QBpMUQ5EcbDo,Shallow Be Thy Game,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",0cJHpIkQV1QBpMUQ5EcbDo273933,0.488,0.977,9.0,-4.701,1.0,0.0938,2.83e-05,0.105,0.082,0.48,117.067,273933.0,4.0,12,22.827789166666662,10.66113926776501,3.006798715436655,0.8837841631132014,3.0
56,Kendrick Lamar,0CjJqkWOpIUXdem5hUcxAk,Momma,"conscious hip hop, hip hop, rap, west coast rap",0CjJqkWOpIUXdem5hUcxAk283120,0.615,0.743,1.0,-4.58,1.0,0.325,0.254,0.0,0.665,0.515,111.914,283120.0,5.0,12,23.593334166666665,10.88849206744981,4.7351708898476526,8.915962466103684,7.0
57,Fleetwood Mac,0CldGTIQo0ZMeEqSWZ1WPa,Did You Ever Love Me - 2018 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",0CldGTIQo0ZMeEqSWZ1WPa223147,0.703,0.576,0.0,-10.753,1.0,0.0432,0.0396,3.06e-05,0.102,0.633,89.793,223147.0,4.0,12,18.5955725,9.30382862729408,2.3580322867067602,0.8641745404509631,4.0
58,Fleetwood Mac,0cMlzsdIsxG3sXFI5JIFNm,(I'm A) Road Runner,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",0cMlzsdIsxG3sXFI5JIFNm295800,0.715,0.682,10.0,-10.591,1.0,0.0293,0.0565,0.389,0.107,0.881,131.529,295800.0,4.0,15,19.72000666666667,7.562140654836024,9.50894248939737,0.5762634814041131,2.0
59,Fleetwood Mac,0Cq7FAM0nK4xRXL5dSbGIS,Skies the Limit,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",0Cq7FAM0nK4xRXL5dSbGIS225307,0.652,0.597,7.0,-11.585,1.0,0.0278,0.408,6.34e-05,0.143,0.578,119.97,225307.0,4.0,10,22.530662,13.818804212223766,8.41048094872635,0.09666919536921978,4.0
60,Red Hot Chili Peppers,0cv2LgkvEoQiGgFWcZaAMA,We Turn Red,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",0cv2LgkvEoQiGgFWcZaAMA200467,0.61,0.872,2.0,-5.428,0.0,0.0422,0.116,0.147,0.152,0.842,164.038,200467.0,4.0,11,18.22424818181818,9.63180747572419,0.7755806036301272,0.4334093383228557,5.0
61,Bruce Springsteen,0cWjKev54NjGX0kdJMxMiE,The Price You Pay - Single LP Version - 1979,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",0cWjKev54NjGX0kdJMxMiE349333,0.505,0.757,7.0,-8.014,1.0,0.0332,0.0238,0.0165,0.186,0.61,105.349,349333.0,4.0,12,29.111094999999995,24.80768554696178,8.890811768422227,1.8467787926795405,2.0
62,Red Hot Chili Peppers,0CZQNI3Evb4Nd8GeU49LFj,C'mon Girl,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",0CZQNI3Evb4Nd8GeU49LFj228667,0.546,0.884,11.0,-3.719,0.0,0.0374,0.0249,0.000276,0.457,0.62,112.331,228667.0,4.0,9,25.407400000000003,15.783792178838866,4.359073815362362,1.3728267471818074,3.0
63,Fleetwood Mac,0d5Ex3zMfJjdGVtX86iu1E,Big Love - Extended Remix; 2017 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",0d5Ex3zMfJjdGVtX86iu1E403440,0.653,0.934,10.0,-8.282,0.0,0.0446,0.00593,0.42,0.0767,0.809,125.707,403440.0,4.0,16,25.215000625000005,14.28077503914521,4.497698935752221,0.44830196296692604,9.0
64,The Rolling Stones,0D5hODcjdnKjFmTdqfMGHa,Moon Is Up - Remastered,"album rock, british invasion, classic rock, protopunk, rock",0D5hODcjdnKjFmTdqfMGHa220307,0.649,0.645,5.0,-8.184,1.0,0.0275,0.0808,0.171,0.161,0.559,116.135,220307.0,4.0,10,22.030666,16.505378801656143,9.707205756550133,0.8950211418980265,5.0
65,Bruce Springsteen,0d5OjJpP79QvO24yisI7qq,Devil's Arcade,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",0d5OjJpP79QvO24yisI7qq305600,0.396,0.506,6.0,-8.357,0.0,0.0289,0.376,0.00184,0.0683,0.183,90.091,305600.0,4.0,10,30.560013999999995,28.763196528339705,15.191885642963776,0.47667524467805583,3.0
66,JAY-Z,0dOByR7CDzLwRa9RTJscmb,Soon You'll Understand - Album Version (Edited),"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",0dOByR7CDzLwRa9RTJscmb277000,0.714,0.802,9.0,-6.94,1.0,0.208,0.0487,0.0532,0.318,0.192,86.036,277000.0,4.0,10,27.699990000000003,16.702883795617115,5.7210976423526745,0.6617047008380025,5.0
67,Bruce Springsteen,0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",0dOg1ySSI7NkpAe89Zo0b9278680,0.398,0.952,4.0,-6.042,1.0,0.061,0.000373,7.75e-05,0.1,0.584,122.093,278680.0,4.0,12,23.223344166666667,10.068650371477037,6.756821327145606,2.7384891695637896,4.0
68,Fleetwood Mac,0dSxQIAUGw75lq0x06ig8J,Brown Eyes - 2015 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",0dSxQIAUGw75lq0x06ig8J267187,0.648,0.209,11.0,-17.686,0.0,0.0453,0.171,0.698,0.0749,0.833,112.613,267187.0,4.0,11,24.289705454545455,16.285052447711895,5.938231066571929,1.2442123101493878,5.0
69,The Rolling Stones,0E4TZZIgnzRjBTQDB6SZXU,Streets Of Love,"album rock, british invasion, classic rock, protopunk, rock",0E4TZZIgnzRjBTQDB6SZXU310200,0.437,0.598,0.0,-4.988,1.0,0.0311,0.0396,2.88e-06,0.328,0.21,81.378,310200.0,4.0,11,28.200000000000003,22.57392141857502,8.858815174215405,1.702182422656278,2.0
70,Bruce Springsteen,0E5eM3bcpUhvaqVs0RwBB1,Long Time Comin',"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",0E5eM3bcpUhvaqVs0RwBB1253867,0.519,0.703,10.0,-3.778,1.0,0.0296,0.0533,1.27e-05,0.101,0.564,120.003,253867.0,4.0,12,21.1555675,13.460391379422088,4.554235541080013,0.252361513177687,3.0
71,The Rolling Stones,0edUnMfNXLZ313pWjA5u8c,Beast Of Burden - Remastered,"album rock, british invasion, classic rock, protopunk, rock",0edUnMfNXLZ313pWjA5u8c265173,0.783,0.878,1.0,-3.864,0.0,0.0308,0.39,0.000778,0.0426,0.885,100.626,265173.0,4.0,12,22.09776833333333,15.223648761484,5.292170981456448,0.7242595539688463,3.0
