,name,song_id_x,song_name,genre,feature_id,danceability,energy,key_,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,number_sections,avg_duration,std_duration,std_loudness,std_tempo,number_keys
420,Fleetwood Mac,1qMQENRLO0t6aqCkeMQJd0,I'm Coming Home to Stay - Previously Unissued,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",1qMQENRLO0t6aqCkeMQJd0148600,0.429,0.657,9.0,-8.6,1.0,0.037,0.123,2.86e-06,0.387,0.848,118.333,148600.0,4.0,8,18.5749975,8.42123742997726,0.47919456233499647,1.4931863281969515,2.0
421,Kanye West,1qsHYUd2c1wFGcn7e63QmG,Yikes,"chicago rap, rap",1qsHYUd2c1wFGcn7e63QmG188773,0.683,0.776,1.0,-3.251,0.0,0.341,0.15,0.0,0.227,0.223,173.996,188773.0,4.0,8,23.596655,10.132901304008216,1.5414761941537913,0.6048744261651177,2.0
422,JAY-Z,1RcOY4L1XFV9o5q4LUjRtP,Why I Love You,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",1RcOY4L1XFV9o5q4LUjRtP201453,0.481,0.805,5.0,-4.132,1.0,0.0419,0.0261,0.0,0.267,0.373,123.441,201453.0,4.0,9,22.383704444444447,13.436029514357202,0.7699905482825387,4.027208183096569,4.0
423,JAY-Z,1rkUnbH3Wqumnu41h75gPS,Come And Get Me,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",1rkUnbH3Wqumnu41h75gPS402867,0.765,0.739,8.0,-7.838,0.0,0.413,0.0511,2.01e-05,0.293,0.524,82.998,402867.0,4.0,10,40.28667,28.86162180673729,8.870906818233284,0.8264109550742091,3.0
424,Bruce Springsteen,1Rm03r3xeR4c9NbuRqEYtc,The Wall,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",1Rm03r3xeR4c9NbuRqEYtc254520,0.38,0.175,3.0,-13.745,1.0,0.0289,0.816,1.27e-05,0.117,0.123,95.794,254520.0,4.0,14,18.180008571428573,5.000393093850579,7.227931727330097,2.3830592686758734,3.0
425,Red Hot Chili Peppers,1Rq0c7NwNpEiG83ayqKb6x,Deep Kick,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",1Rq0c7NwNpEiG83ayqKb6x393907,0.464,0.918,2.0,-5.305,1.0,0.0807,0.00673,0.000846,0.109,0.322,117.399,393907.0,4.0,15,26.26044933333333,16.413483824690108,8.92708242105902,1.287840089156297,5.0
426,The Rolling Stones,1RRXUq5Fhqcbtm02i5p68U,Little Rain,"album rock, british invasion, classic rock, protopunk, rock",1RRXUq5Fhqcbtm02i5p68U212213,0.432,0.384,2.0,-6.894,1.0,0.0279,0.844,0.0471,0.102,0.168,94.38,212213.0,3.0,12,17.684448333333332,10.462640791281949,5.24200574251359,14.031639707417943,3.0
427,The Rolling Stones,1rTHO0kSwk7biktDGCLUJq,The Last Time - Top Gear / 1965,"album rock, british invasion, classic rock, protopunk, rock",1rTHO0kSwk7biktDGCLUJq190573,0.371,0.797,9.0,-8.968,1.0,0.0544,0.0473,0.071,0.349,0.756,181.455,190573.0,4.0,8,23.821661250000002,14.187769183722436,2.8584850133293638,2.4216716628926247,4.0
428,Bruce Springsteen,1S0xoTJmQCIhbpj9c1ZphK,Eyes on the Prize,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",1S0xoTJmQCIhbpj9c1ZphK313960,0.462,0.552,0.0,-7.398,0.0,0.0297,0.508,0.000732,0.12,0.579,120.901,313960.0,4.0,15,20.930679333333334,15.393134908339807,8.399869972349629,31.273633262055174,5.0
429,Kendrick Lamar,1S6NpdvFXqHZfPUUEOIjtG,Opposites Attract (Tomorrow W/O Her),"conscious hip hop, hip hop, rap, west coast rap",1S6NpdvFXqHZfPUUEOIjtG271909,0.608,0.814,6.0,-5.908,1.0,0.435,0.657,5.86e-06,0.256,0.587,192.157,271909.0,4.0,11,24.719004545454542,15.398976984459301,7.464416229990491,1.1472164811165515,5.0
430,Fleetwood Mac,1s8yXd6yKfMFOucJHg90aF,Family Man - Extended Vocal Remix; 2017 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",1s8yXd6yKfMFOucJHg90aF511333,0.646,0.877,7.0,-8.854,1.0,0.0495,0.00249,0.472,0.0952,0.866,123.253,511333.0,4.0,18,28.407413888888893,25.023935406654434,3.9091765527104854,0.07384626762287759,6.0
431,Red Hot Chili Peppers,1Se0r96r0gnqg67kJPmESc,Parallel Universe,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",1Se0r96r0gnqg67kJPmESc269360,0.343,0.983,0.0,-2.359,0.0,0.212,0.00107,0.296,0.0708,0.186,124.536,269360.0,4.0,10,26.936003000000007,16.921633359574596,5.594952805877812,39.9294721650284,5.0
432,JAY-Z,1SlPhbS52PbNqqVCqGU12I,Show Me What You Got,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",1SlPhbS52PbNqqVCqGU12I223120,0.41,0.957,3.0,-1.004,0.0,0.276,0.0264,0.0,0.283,0.425,104.973,223120.0,4.0,10,22.312015000000002,20.393660366057794,4.184356825659644,33.259479806348274,4.0
433,JAY-Z,1smcSwXObpmxcjCulmjMgy,Murder To Excellence,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",1smcSwXObpmxcjCulmjMgy300960,0.566,0.816,1.0,-4.741,1.0,0.32,0.024,0.0,0.0804,0.578,87.353,300960.0,4.0,12,25.079995,13.242187821035191,2.412131246743251,0.9533503918795917,8.0
434,Bruce Springsteen,1sObHlK6OHKCIiGVzFWcSu,Living Proof,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",1sObHlK6OHKCIiGVzFWcSu284693,0.58,0.678,2.0,-9.556,1.0,0.0276,0.149,0.0,0.118,0.66,113.783,284693.0,4.0,12,23.724445833333334,14.266655034386655,7.906656533445652,0.18738881551954759,3.0
435,Fleetwood Mac,1sppdZoKN39258NWRfb6TN,Think About Me - Single; 2018 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",1sppdZoKN39258NWRfb6TN164480,0.658,0.8,0.0,-7.834,1.0,0.0289,0.0449,0.000487,0.106,0.771,118.553,164480.0,4.0,8,20.56000125,10.45114838924472,4.908499536154462,1.0322758490691477,3.0
436,Red Hot Chili Peppers,1sRFxaAfLqEVQNyVzOEPj2,Catholic School Girls Rule - Remastered,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",1sRFxaAfLqEVQNyVzOEPj2115867,0.543,0.998,1.0,-2.827,0.0,0.0644,0.0644,0.0107,0.575,0.386,97.412,115867.0,4.0,6,19.311103333333335,9.121873476170707,0.5342181826432592,1.145414757485975,5.0
437,The Rolling Stones,1sRuWDg7BRBs8Jq5FmMNyA,All Of Your Love,"album rock, british invasion, classic rock, protopunk, rock",1sRuWDg7BRBs8Jq5FmMNyA286680,0.429,0.683,4.0,-5.046,0.0,0.0327,0.459,0.462,0.272,0.277,75.68,286680.0,4.0,9,31.85333444444445,14.333121456932464,2.9236096315646827,25.252938514381075,3.0
438,JAY-Z,1sS2l0VPDhkpkr5Gk9WUyH,Guilty Until Proven Innocent - Album Version (Edited),"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",1sS2l0VPDhkpkr5Gk9WUyH296533,0.795,0.586,1.0,-4.76,0.0,0.237,0.00354,0.0,0.0595,0.403,99.155,296533.0,4.0,14,21.180957142857142,16.001355460962305,1.06406674014017,0.9554627898862107,3.0
439,Fleetwood Mac,1sSXvmDY7zOkpYGbaTDjBx,What Makes You Think You're the One - 2015 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",1sSXvmDY7zOkpYGbaTDjBx210507,0.688,0.778,0.0,-7.05,1.0,0.0258,0.523,0.0408,0.0545,0.973,96.46,210507.0,4.0,10,21.05066,12.021707374496446,1.8977628818046666,0.8444139387764769,3.0
440,Red Hot Chili Peppers,1suHwrkobDEtey9rQ5wXEh,I Like Dirt,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",1suHwrkobDEtey9rQ5wXEh157627,0.712,0.969,4.0,-1.503,0.0,0.161,0.0113,0.0319,0.0904,0.802,105.077,157627.0,4.0,7,22.518082857142854,11.190904267218853,3.138775337460077,1.4862415685210792,4.0
441,Red Hot Chili Peppers,1SVTZJAXslouRaIsxmdUz7,Out In L.A. - Demo Version,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",1SVTZJAXslouRaIsxmdUz7116067,0.587,0.963,11.0,-5.357,1.0,0.102,0.000297,0.00104,0.0501,0.729,126.509,116067.0,4.0,5,23.213345999999994,25.864877508611553,0.6113039342258481,0.5042077944657305,5.0
442,JAY-Z,1t27qadlhIxuTPgTN05nAt,Some People Hate,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",1t27qadlhIxuTPgTN05nAt271867,0.754,0.834,11.0,-4.372,1.0,0.185,0.005,4.35e-05,0.121,0.155,92.315,271867.0,4.0,10,27.186652000000002,24.05117644040483,7.0161189722904025,29.16977240683695,6.0
443,Fleetwood Mac,1TczOoTLmJ65u5kIJrRqM8,Need Your Love Tonight,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",1TczOoTLmJ65u5kIJrRqM8208493,0.601,0.661,2.0,-7.022,1.0,0.0312,0.624,0.000783,0.306,0.958,113.219,208493.0,4.0,7,29.78477142857143,12.308317385507287,0.5763671944664638,0.9240937388031784,1.0
444,Kanye West,1th3G3okofWlvGWAAR7Y4V,School Spirit,"chicago rap, rap",1th3G3okofWlvGWAAR7Y4V182387,0.483,0.787,5.0,-5.422,0.0,0.21,0.339,0.0,0.236,0.592,84.81,182387.0,4.0,9,20.26518777777778,12.678205945968635,1.0158350150382578,1.7491952991145503,3.0
445,The Rolling Stones,1u0kS2ZMHHSuPiadDJ0eyk,Hi Heel Sneakers - Saturday Club / 1965,"album rock, british invasion, classic rock, protopunk, rock",1u0kS2ZMHHSuPiadDJ0eyk116560,0.277,0.813,7.0,-6.653,1.0,0.0413,0.0355,0.0664,0.257,0.68,160.87,116560.0,4.0,5,23.312019999999997,11.60456796425442,0.3875632851548247,2.061365566802737,3.0
446,Kendrick Lamar,1U13SSgDOxK98L1FTWYrjQ,untitled 04 | 08.14.2014.,"conscious hip hop, hip hop, rap, west coast rap",1U13SSgDOxK98L1FTWYrjQ110067,0.512,0.128,4.0,-21.49,0.0,0.252,0.864,0.0,0.512,0.219,103.056,110067.0,4.0,8,13.75833125,6.021673472756406,2.2990662079573587,37.12085646886589,5.0
447,Kanye West,1UGD3lW3tDmgZfAVDh6w7r,Devil In A New Dress,"chicago rap, rap",1UGD3lW3tDmgZfAVDh6w7r351947,0.433,0.76,8.0,-4.935,0.0,0.0726,0.0175,0.0,0.158,0.205,79.789,351947.0,4.0,11,31.99515090909091,19.8238278479977,2.340447195030743,0.6837695651181156,4.0
448,Bruce Springsteen,1Ulh5rWbhhV3PltDadTBZC,State Trooper,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",1Ulh5rWbhhV3PltDadTBZC191293,0.693,0.0681,6.0,-19.554,0.0,0.0433,0.898,0.0191,0.127,0.599,120.641,191293.0,4.0,9,21.25481444444445,11.832039864923031,4.761631629785926,1.6827857937889148,3.0
449,Red Hot Chili Peppers,1UMV04lFJagdJVWetpb5A8,Skinny Sweaty Man,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",1UMV04lFJagdJVWetpb5A876867,0.613,0.955,11.0,-2.856,0.0,0.25,0.0187,0.0,0.0827,0.588,141.988,76867.0,4.0,6,12.811124999999999,6.288610606357338,13.299224408463322,3.4120902342503725,4.0
450,The Rolling Stones,1UtHyDuh9FijqGHcLgAKUm,Too Much Blood,"album rock, british invasion, classic rock, protopunk, rock",1UtHyDuh9FijqGHcLgAKUm374533,0.598,0.796,6.0,-10.598,0.0,0.0502,0.0178,0.176,0.0496,0.563,116.343,374533.0,4.0,15,24.968894666666667,13.570315120043594,4.435581786074109,1.3885811189158241,5.0
451,The Rolling Stones,1UUpCSq4WNvhQdGZNpo7sG,Keep Up Blues,"album rock, british invasion, classic rock, protopunk, rock",1UUpCSq4WNvhQdGZNpo7sG260893,0.355,0.887,2.0,-3.085,1.0,0.107,0.102,0.0142,0.1,0.649,204.098,260893.0,4.0,12,21.741105,9.20511853903873,4.121418838509895,7.06795013948475,5.0
452,The Rolling Stones,1UXII0VskNcRP9rJKfeggC,Streets Of Love - Remastered 2009,"album rock, british invasion, classic rock, protopunk, rock",1UXII0VskNcRP9rJKfeggC309307,0.434,0.603,0.0,-4.995,1.0,0.0312,0.0416,6.44e-06,0.653,0.213,81.755,309307.0,4.0,11,28.118793636363645,22.646724311203275,8.844581069271122,1.724522453002303,2.0
453,Fleetwood Mac,1VN2vWSkSmMKOhxr8lHzSx,Seven Wonders - 2017 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",1VN2vWSkSmMKOhxr8lHzSx222400,0.707,0.625,4.0,-9.529,1.0,0.0303,0.0259,5.42e-05,0.104,0.634,119.049,222400.0,4.0,11,20.218200000000003,11.20223386963511,8.229802331659116,1.2046767276667316,3.0
454,Kanye West,1Vp4St7JcXaUoJcIahtf3L,The New Workout Plan,"chicago rap, rap",1Vp4St7JcXaUoJcIahtf3L322800,0.704,0.792,2.0,-4.831,1.0,0.198,0.00981,0.0,0.365,0.646,118.022,322800.0,4.0,12,26.89999166666667,12.269629402157502,2.339721588915306,0.6706000478992111,5.0
455,Bruce Springsteen,1Vp8U39YNsDfd6yVuaUq12,Atlantic City,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",1Vp8U39YNsDfd6yVuaUq12236653,0.475,0.429,4.0,-10.577,1.0,0.0367,0.311,0.0,0.376,0.34,108.034,236653.0,4.0,8,29.581668750000002,25.380080832232775,9.6294858451974,1.6893929594468455,5.0
456,Fleetwood Mac,1vPOt7hpjQ9sg1Y1u5fmIY,I Loved Another Woman,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",1vPOt7hpjQ9sg1Y1u5fmIY176373,0.753,0.354,9.0,-15.016,0.0,0.0361,0.834,0.055,0.203,0.899,120.729,176373.0,4.0,8,22.0466675,12.338484218800657,7.787198559861837,42.7044544880859,3.0
457,Bruce Springsteen,1vqZh6D1JlnsIikyvDThfc,Wreck on the Highway,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",1vqZh6D1JlnsIikyvDThfc234560,0.526,0.292,9.0,-14.62,1.0,0.0265,0.412,0.0794,0.0958,0.35,101.418,234560.0,4.0,10,23.456004999999998,12.247561104845188,11.014021641122334,1.3956118092873186,3.0
458,Bruce Springsteen,1VVVFRDykk4pLQMGssCJWp,Lucky Town,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",1VVVFRDykk4pLQMGssCJWp204587,0.594,0.9,7.0,-7.892,0.0,0.0378,0.0907,0.0,0.193,0.654,121.99,204587.0,4.0,10,20.45867,14.345823724775562,9.505328358931694,0.3933754355998034,5.0
459,Red Hot Chili Peppers,1VWOGyCnOzOO7NhfCRUIPn,Goodbye Hooray,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",1VWOGyCnOzOO7NhfCRUIPn232493,0.337,0.974,9.0,-1.47,0.0,0.114,0.0108,0.0,0.296,0.437,151.251,232493.0,4.0,8,29.061662499999997,6.799283919215843,1.3442066964783141,2.1714725089539706,3.0
460,Bruce Springsteen,1VyDQtfhX6gqhWTGU7Oe8X,Blinded By The Light,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",1VyDQtfhX6gqhWTGU7Oe8X304440,0.498,0.831,4.0,-6.973,1.0,0.189,0.23,0.0,0.362,0.771,127.61,304440.0,4.0,12,25.37000833333333,12.89358652935343,4.75394178710168,3.583464121996532,3.0
461,Fleetwood Mac,1w29AQqTc0y0VfA0ETJtt3,Silver Springs - 2004 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",1w29AQqTc0y0VfA0ETJtt3269640,0.518,0.518,0.0,-11.181,1.0,0.0289,0.0101,0.0207,0.409,0.32,89.759,269640.0,4.0,13,20.741540000000004,13.032245941016203,6.11605431609595,25.028761866639012,2.0
462,The Rolling Stones,1W5BzwkPzhgLlYRqUALLw5,Winning Ugly - Remastered,"album rock, british invasion, classic rock, protopunk, rock",1W5BzwkPzhgLlYRqUALLw5271667,0.512,0.93,5.0,-3.117,1.0,0.0939,0.359,0.00733,0.689,0.592,134.304,271667.0,4.0,12,22.6388875,17.915801886289263,4.010804079437983,0.8944444144864737,3.0
463,Fleetwood Mac,1wBEOTocwt9ExWNHhT3mub,I'm so Afraid - Early Version,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",1wBEOTocwt9ExWNHhT3mub288667,0.529,0.336,7.0,-11.777,0.0,0.0299,0.123,0.00114,0.0911,0.426,128.205,288667.0,4.0,8,36.083325,19.4363796784535,7.16689737613146,1.1204548821158076,3.0
464,JAY-Z,1WF2mTndMlNq2goeUetYLk,Diamonds Is Forever,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",1WF2mTndMlNq2goeUetYLk235600,0.696,0.73,6.0,-5.611,1.0,0.414,0.503,0.0,0.324,0.553,85.592,235600.0,4.0,13,18.123076153846153,14.410161669583804,7.700141875149827,1.3704800487794673,6.0
465,Bruce Springsteen,1wLsq01yVaIFOFlmtVy1W0,Your Own Worst Enemy,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",1wLsq01yVaIFOFlmtVy1W0198160,0.488,0.756,4.0,-5.655,1.0,0.0302,0.0839,0.0,0.136,0.662,114.12,198160.0,4.0,9,22.01778333333333,21.40093609056856,7.756392879425333,0.42227271993345655,4.0
466,Kanye West,1WnqWQcWcuQbVzgE7ecfCY,Every Hour,"chicago rap, rap",1WnqWQcWcuQbVzgE7ecfCY112239,0.588,0.793,7.0,-6.23,1.0,0.0794,0.466,0.000647,0.913,0.694,76.997,112239.0,5.0,6,18.706566666666664,10.217553048879495,0.4771920647565996,0.13027611702329506,4.0
467,Red Hot Chili Peppers,1WoomT0pTIiZVhSyvn9xTb,Lovin' And Touchin' - Remastered,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",1WoomT0pTIiZVhSyvn9xTb36867,0.476,0.215,2.0,-19.176,1.0,0.0487,0.911,0.992,0.11,0.522,113.147,36867.0,1.0,2,18.43335,6.589598804555554,2.4557818510608787,1.7713024868722984,1.0
468,Kanye West,1Wsbr1d2BouNGk2q92mIj7,Pt. 2,"chicago rap, rap",1Wsbr1d2BouNGk2q92mIj7130293,0.674,0.752,11.0,-4.073,1.0,0.333,0.552,0.0,0.787,0.236,145.076,130293.0,4.0,8,16.286655,9.033098753128485,6.650999516721421,1.0043690894572308,4.0
469,Kendrick Lamar,1WT11QmhZutciEv1NsHt1R,Mortal Man,"conscious hip hop, hip hop, rap, west coast rap",1WT11QmhZutciEv1NsHt1R727107,0.567,0.525,10.0,-9.043,0.0,0.75,0.665,0.0,0.708,0.416,86.935,727107.0,4.0,33,22.033534545454536,18.442140881020986,7.152378520596763,1.6904486180606155,11.0
470,Kanye West,1x6jHJGczTBitBy06hIWgx,Big Brother,"chicago rap, rap",1x6jHJGczTBitBy06hIWgx287573,0.498,0.742,11.0,-6.248,0.0,0.259,0.214,0.0,0.0641,0.302,78.428,287573.0,4.0,13,22.12104307692308,13.773377333791077,1.1543227784822914,1.2687130719647997,5.0
471,The Rolling Stones,1XaL1OWGibGlPqLUW9MnCX,Sister Morphine - Remastered,"album rock, british invasion, classic rock, protopunk, rock",1XaL1OWGibGlPqLUW9MnCX331627,0.395,0.579,9.0,-7.565,0.0,0.0341,0.0943,0.0925,0.176,0.218,90.443,331627.0,4.0,13,25.509754615384622,17.22614111738156,7.414111897642848,3.6547372419494515,6.0
472,JAY-Z,1xjslJ1SdaJfnhCmR1tBa6,Intro,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",1xjslJ1SdaJfnhCmR1tBa6120813,0.486,0.911,8.0,-4.747,1.0,0.317,0.15,0.0,0.277,0.528,144.894,120813.0,4.0,7,17.25907,8.024617676705853,1.7648942096988622,0.8631461278921665,6.0
473,Fleetwood Mac,1Xr8i51fACezpKXDGBlchL,Mystery Boogie - Previously Unissued,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",1Xr8i51fACezpKXDGBlchL172000,0.571,0.428,2.0,-12.486,1.0,0.0373,0.641,0.927,0.134,0.781,79.741,172000.0,4.0,6,28.666653333333333,25.256695551165567,10.916419681684404,32.64391516755713,2.0
474,Red Hot Chili Peppers,1XsSqqBnLrjEAeU1gbOegK,Taste The Pain - Remastered,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",1XsSqqBnLrjEAeU1gbOegK271933,0.641,0.828,11.0,-5.412,0.0,0.0722,0.0864,8.85e-06,0.246,0.776,104.714,271933.0,4.0,10,27.193326000000003,19.054913865828354,15.798070346300735,1.6603675664007518,3.0
475,JAY-Z,1XvLRiT1PRBGrWFQ8UYQkO,Streets Is Talking,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",1XvLRiT1PRBGrWFQ8UYQkO284667,0.676,0.774,11.0,-6.782,0.0,0.322,0.0223,5.22e-05,0.111,0.696,87.5,284667.0,4.0,13,21.897434615384615,11.624484116821856,1.001777599557087,0.9274717564294641,7.0
476,Red Hot Chili Peppers,1XxCiPw07rd1ytYnE7SoJI,Road Trippin',"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",1XxCiPw07rd1ytYnE7SoJI204973,0.243,0.47,4.0,-8.194,0.0,0.0353,0.309,0.000798,0.121,0.393,204.026,204973.0,4.0,9,22.774811111111113,10.519545518515098,2.337167462977354,41.96774859374491,2.0
477,The Rolling Stones,1Y7a8V3ihh9zpmmiqJ3sue,Good Time Women,"album rock, british invasion, classic rock, protopunk, rock",1Y7a8V3ihh9zpmmiqJ3sue201467,0.394,0.956,7.0,-4.424,1.0,0.0477,0.0546,6.58e-06,0.328,0.917,122.963,201467.0,4.0,9,22.385193333333333,15.337133558292436,7.99406805074863,5.025721714341139,2.0
478,Fleetwood Mac,1yFDvRGGfmCVTI1XjO2nWD,Bermuda Triangle,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",1yFDvRGGfmCVTI1XjO2nWD248240,0.695,0.386,7.0,-17.829,0.0,0.0354,0.715,0.12,0.226,0.833,124.43,248240.0,4.0,12,20.686663333333332,15.15145623088801,7.9602285009840505,0.8008643578640346,6.0
479,JAY-Z,1ygITaWckccPnbVE2nadrz,Never Change,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",1ygITaWckccPnbVE2nadrz237067,0.744,0.876,1.0,-3.285,0.0,0.273,0.00331,0.0,0.0675,0.842,85.442,237067.0,4.0,10,23.706668,14.470094694185123,0.3149886064958894,27.033467833615262,5.0
480,Red Hot Chili Peppers,1ylzYcU6FGnuBqqdqqH7QL,Especially in Michigan,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",1ylzYcU6FGnuBqqdqqH7QL240333,0.468,0.826,6.0,-3.701,0.0,0.0295,0.000858,5.01e-06,0.104,0.359,102.817,240333.0,4.0,9,26.703703333333337,12.823562808297465,4.073892685271804,1.8536904407154982,4.0
481,Bruce Springsteen,1Z5BBovyC5r7Z23mGXvgoA,Somewhere North of Nashville,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",1Z5BBovyC5r7Z23mGXvgoA112507,0.606,0.141,0.0,-10.364,1.0,0.0322,0.918,0.0,0.104,0.364,104.148,112507.0,5.0,7,16.072362857142856,8.215870357178058,11.003010678900571,0.6545522642743385,1.0
482,Fleetwood Mac,1zgYm6oTVVyUMVK7XtCIre,Miranda,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",1zgYm6oTVVyUMVK7XtCIre257147,0.577,0.868,11.0,-3.613,1.0,0.0507,0.186,0.0021,0.0806,0.809,118.101,257147.0,4.0,11,23.376961818181815,13.605366992478974,7.298920405848326,0.5877750342682971,2.0
483,Kanye West,1ZHYJ2Wwgxes4m8Ba88PeK,Monster,"chicago rap, rap",1ZHYJ2Wwgxes4m8Ba88PeK378893,0.628,0.692,2.0,-5.64,1.0,0.202,0.00244,0.013,0.668,0.0964,124.791,378893.0,5.0,20,18.944679,7.173250895933411,2.093772410092166,29.35913398886819,6.0
484,Fleetwood Mac,1zKpjObwEl01dSUDW2IysQ,Love In Store - 2018 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",1zKpjObwEl01dSUDW2IysQ194440,0.69,0.578,0.0,-8.471,1.0,0.0277,0.111,0.000996,0.103,0.415,124.493,194440.0,4.0,10,19.444003000000002,10.546541793913145,9.017569239484047,0.8902104682476929,1.0
485,Kanye West,1ZnA4VYOlYIShuGt60LmCs,Siiiiiiiiilver Surffffeeeeer Intermission,"chicago rap, rap",1ZnA4VYOlYIShuGt60LmCs56560,0.788,0.409,9.0,-11.917,1.0,0.881,0.982,0.000203,0.11,0.925,72.623,56560.0,4.0,3,18.85333333333333,13.871737693718595,0.2800184517729741,0.1230338706752461,3.0
486,Red Hot Chili Peppers,1ZPMK5UTafelYEQXmckRgN,The Hunter,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",1ZPMK5UTafelYEQXmckRgN240360,0.256,0.523,8.0,-5.175,1.0,0.0294,0.538,0.00832,0.0849,0.318,78.385,240360.0,4.0,11,21.85090909090909,10.044227616143967,4.908810079846235,14.34735607572477,5.0
487,The Rolling Stones,1ZS5HBMAmZk3gjFcedts66,Sway - Remastered,"album rock, british invasion, classic rock, protopunk, rock",1ZS5HBMAmZk3gjFcedts66232533,0.33,0.895,5.0,-3.435,1.0,0.0399,0.221,0.737,0.408,0.54,144.945,232533.0,4.0,13,17.88717923076923,15.144472514082745,6.276276485754991,2.700234664541166,3.0
488,Fleetwood Mac,1Zx0gtbyIG6LYqjbS3pOp0,Paper Doll - 2018 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",1Zx0gtbyIG6LYqjbS3pOp0238947,0.711,0.859,9.0,-8.375,1.0,0.039,0.194,1.25e-05,0.0561,0.844,101.198,238947.0,4.0,11,21.72242090909091,11.892709704420145,7.946925189256306,0.06176141778871871,5.0
489,Red Hot Chili Peppers,1zZvPumuScWPZKZOCC6yq0,Knock Me Down - Remastered,"alternative rock, funk metal, funk rock, permanent wave, post-grunge, rock",1zZvPumuScWPZKZOCC6yq0223387,0.56,0.969,0.0,-3.629,1.0,0.054,0.00246,2.78e-06,0.214,0.585,123.954,223387.0,4.0,10,22.338659,14.207658796849637,6.111340977596035,1.2007255954445013,5.0
490,JAY-Z,206QiQ5OnKTZE3cnuMYu3H,Lost One,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",206QiQ5OnKTZE3cnuMYu3H224227,0.806,0.686,8.0,-2.754,0.0,0.156,0.254,0.0,0.0613,0.63,84.011,224227.0,4.0,9,24.91408,16.81045984321146,9.786670481379819,0.13533569373967919,3.0
491,JAY-Z,20HaMaNES3lw0EWJXS1Fb6,Anything,"east coast hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop",20HaMaNES3lw0EWJXS1Fb6261480,0.798,0.846,1.0,-4.275,1.0,0.208,0.204,0.0,0.32,0.75,135.098,261480.0,4.0,12,21.790000833333334,15.3329058074044,8.118887815215862,39.00429668367165,5.0
492,Fleetwood Mac,20LwCGMmY7ETqLFGI20eUX,Family Man - Bonus Beats; 2017 Remaster,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock",20LwCGMmY7ETqLFGI20eUX277627,0.685,0.848,0.0,-10.244,1.0,0.0572,9.38e-05,0.522,0.283,0.796,123.194,277627.0,4.0,12,23.135559166666667,16.58382139517167,4.733374581819844,35.5691132866705,5.0
